;nplv;DT;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);N2 (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;произв  количество плавок;произв количество плавок (цел);расход газ Ar;расход газ  N2;расход C пров.;сыпуч известь РП;сыпуч кварцит;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь (сух.);сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл FeMo;ферспл FeSi-75;ферспл FeV азот.;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл  Ni H1 пласт.;ферспл SiMn18;ферспл  ферванит;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
761;г683863<?>6;2070-07-23 13:21:00;Э76ХФ;Р65;5,0;49,2166667;23,1666667;49,2166667;3,1951539;0,42458;0,070686;0,073841;0,081823;0,0389417;1557,0;1575,0;7,1158822;;13853,5251799;110,8;1,0;1,0;1,0;11,674;;;;;0,05;;0,465;0,126;0,02;;;;0,049045;0,097;;0,111;;0,126;5349,0;0,002;0,458;0,356;0,103;0,727;0,007;0,009;0,075;0,01;0,02;0,493;0,002;0,003;0,003;0,77;0,0002;0,415;0,101;0,785;0,007;0,012;0,074;0,011;0,018;0,583;0,004;0,037;;62,9;1,0;6,5;0,14;2,6;;;62,6;0,7;4,6;0,08;2,7;
762;г683863<?>7;2070-07-23 14:13:00;Э90ХАФ;Р65;11,0;48,0666667;26,5333333;47,9;2,8150538;0,560285;0,090321;0,09713;0,107892;0,0950839;1582,0;1621,0;12,6379804;10,9698113;14594,4723618;116,1;1,0;1,0;1,0;9,317;9,367;;0,116;;0,05;;0,628;0,082;0,02;;;;0,104962;0,128;;0,146;0,027163;0,161;6454,0;0,002;0,435;0,215;0,086;0,71;0,006;0,011;0,061;0,011;0,02;0,446;0,002;0,002;0,004;0,836;0,0004;0,29;0,085;0,796;0,005;0,015;0,061;0,012;0,016;0,552;0,003;0,083;;61,1;0,4;7,5;0,14;2,7;;;51,5;0,7;5,3;0,08;2,6;
763;г683863<?>8;2070-07-23 15:08:00;Э90ХАФ;Р65;13,0;41,7166667;25,1833333;41,7166667;2,7592339;0,36764;0,068442;0,024367;0,076042;0,0924531;1538,0;1598,0;13,7353293;15,4092348;13747,1872932;115,1;1,0;1,0;1,0;7,646;12,978;;;;0,05;;0,397;0,08;0,02;;;;0,102105;0,108;;0,035;0,02662;0,122;5770,0;0,003;0,558;0,231;0,09;0,768;0,006;0,01;0,064;0,013;0,019;0,474;0,003;0,004;0,004;0,855;0,0003;0,29;0,091;0,793;0,005;0,016;0,064;0,014;0,013;0,555;0,004;0,085;;50,9;0,5;8,3;0,16;2,6;;;54,8;0,4;4,4;0,07;2,6;
764;г683863<?>9;2070-07-23 16:02:00;Э90ХАФ;Р65;9,0;47,0333333;19,1833333;46,8666667;2,8484848;0,37146;0,063954;0,012319;0,059353;0,0899362;1579,0;1595,0;16,6504634;16,0680065;14068,4622068;109,9;1,0;1,0;1,0;8,982;16,434;;;;0,05;;0,403;0,105;0,02;;;;0,098488;0,087;;0,017;0,027416;0,114;4498,0;0,002;0,558;0,232;0,091;0,779;0,008;0,01;0,086;0,01;0,017;0,484;0,002;0,003;0,003;0,826;0,0003;0,28;0,094;0,791;0,008;0,017;0,091;0,012;0,013;0,532;0,003;0,087;;55,9;0,7;5,3;0,15;3,1;;;56,7;1,0;6,1;0,1;2,5;
765;г683863<?>:;2070-07-23 16:55:00;Э90ХАФ;Р65;13,0;48,1833333;27,6333333;48,0166667;2,0;0,43396;0,07293;0,051443;0,066957;0,0913448;1534,0;1593,0;11,7975404;16,5224051;14185,0422195;112,6;1,0;1,0;1,0;8,527;14,503;;;;0,05;;0,477;0,116;0,02;;;;0,100984;0,083;;0,077;0,026114;0,13;6533,0;0,002;0,508;0,228;0,1;0,745;0,008;0,006;0,072;0,009;0,018;0,472;0,002;0,003;0,004;0,853;0,0002;0,289;0,097;0,788;0,006;0,014;0,071;0,01;0,013;0,549;0,004;0,085;;65,0;1,8;6,2;0,2;3,0;;;60,4;0,5;5,6;0,09;2,6;
766;"г683863<?>;";2070-07-23 17:56:00;Э90ХАФ;Р65;10,0;42,0333333;19,0;41,6833333;3,0;0,61692;0,10659;0,146478;0,107832;0,0948447;1579,0;1580,0;10,6784314;8,6951613;13837,8947368;114,6;1,0;1,0;1,0;10,892;2,995;;;;0,05;;0,693;0,083;0,02;;;;0,104528;0,108;;0,222;0,027705;0,19;4382,0;0,002;0,368;0,199;0,105;0,649;0,008;0,008;0,073;0,006;0,019;0,433;0,001;0,002;0,003;0,811;;0,286;0,103;0,787;0,007;0,013;0,073;0,007;0,016;0,55;0,003;0,086;;53,8;0,7;6,7;0,15;2,8;;;53,3;0,5;6,2;0,07;2,4;
767;г683863<?><;2070-07-23 18:49:00;Э90ХАФ;Р65;8,0;44,7166667;14,85;44,55;3,198324;0,582345;0,090321;0,182659;0,129513;0,0961713;1614,0;1591,0;16,2722821;14,498063;14028,2828283;116,4;1,0;1,0;1,0;9,23;13,306;;0,058;;0,05;;0,652;0,075;0,02;;;;0,106084;0,127;;0,277;0,027922;0,161;3472,0;0,002;0,425;0,212;0,111;0,63;0,009;0,01;0,074;0,007;0,018;0,426;0,001;0,002;0,004;0,871;0,0002;0,289;0,109;0,793;0,007;0,017;0,075;0,008;0,014;0,544;0,003;0,087;;59,0;0,4;8,5;0,12;2,4;;;58,4;0,4;10,3;0,08;2,3;
768;г683863<?>=;2070-07-23 19:41:00;Э90ХАФ;Р65;11,0;44,5333333;26,1833333;44,3666667;4,5375845;0,379955;0,051051;0,063468;0,112681;0,0923951;1522,0;1584,0;15,0276498;22,1037417;14216,6772756;115,4;1,0;1,0;1,0;5,4350000000000005;23,958000000000002;;;;0,05;;0,41400000000000003;0,10099999999999999;0,02;;;;0,102828;0,149;;0,094;0,025174;0,091;6204,0;0,003;0,551;0,245;0,128;0,729;0,009;0,01;0,077;0,011;0,022;0,457;0,003;0,004;0,004;0,855;0,0002;0,29;0,128;0,794;0,008;0,016;0,077;0,012;0,015;0,563;0,004;0,087;;59,5;0,8;6,2;0,17;3,9;;;58,6;0,5;10,1;0,08;2,3;
769;г683863<?>>;2070-07-23 20:37:00;Э90ХАФ;Р65;14,0;43,55;22,45;43,55;2,75;0,34255;0,069564;0,0984125;0,081557;0,0911348;1566,0;1582,0;;14,4723307;12919,376392;111,3;1,0;1,0;1,0;;21,009;;;;0,05;;0,363;0,118;0,02;;;;0,101635;0,086;;0,149;0,02445;0,124;4834,0;0,003;0,609;0,227;0,113;0,71;0,012;0,009;0,077;0,01;0,017;0,482;0,002;0,003;0,004;0,842;0,0003;0,289;0,113;0,802;0,01;0,015;0,077;0,011;0,012;0,563;0,004;0,086;;60,1;1,0;6,9;0,33;2,4;;;58,4;0,6;10,0;0,09;2,3;
770;г683863<?>?;2070-07-23 21:29:00;Э90ХАФ;Р65;16,0;44,2166667;18,35;44,2166667;2,715625;0,442075;0,104907;0,1850805;0,156947;0,094188;1580,0;1583,0;;15,8234139;13314,4414169;115,1;1,0;1,0;1,0;;23,278;;;;0,05;;0,476;0,036;0,02;;;;0,105252;0,167;;0,281;0,024884;0,187;4072,0;0,002;0,518;0,201;0,116;0,637;0,01;0,011;0,08;0,008;0,019;0,424;0,001;0,002;0,003;0,845;0,0004;0,29;0,116;0,803;0,008;0,016;0,08;0,009;0,015;0,55;0,003;0,086;;57,3;0,5;12,9;0,19;2,2;;;55,7;0,4;13,6;0,2;2,2;
771;г683863<??6;2070-07-23 22:24:00;Э90ХАФ;Р65;15,0;42,1666667;22,3666667;42,0;;0,422345;0,100419;0,1702525;0,122796;0,094212;1564,0;1585,0;10,0095652;10,4042647;12709,9850969;114,6;1,0;1,0;1,0;6,395;7,861;;;;0,05;;0,453;0,069;0,02;;;;0,105143;0,121;;0,26;0,025137;0,179;4738,0;0,002;0,514;0,211;0,108;0,652;0,01;0,009;0,075;0,007;0,019;0,448;0,001;0,002;0,003;0,845;0,0004;0,297;0,107;0,805;0,008;0,014;0,075;0,008;0,017;0,548;0,003;0,087;;58,8;0,3;9,9;0,14;2,3;;;58,0;0,5;9,9;0,1;2,3;
772;г683863<??7;2070-07-23 23:18:00;Э90ХАФ;Р65;24,0;43,85;25,4166667;43,5;3,7939035;0,383385;0,072369;0,121615;0,112239;0,0964844;1535,0;1583,0;18,1812081;13,0299001;14345,704918;118,6;1,0;1,0;1,0;1,505;17,746;;;;0,05;;0,412;0,088;0,02;;;;0,107096;0,124;;0,185;0,026403;0,129;6077,0;0,002;0,557;0,225;0,128;0,692;0,009;0,009;0,081;0,008;0,017;0,456;0,002;0,003;0,005;0,836;0,0005;0,287;0,128;0,803;0,007;0,015;0,081;0,009;0,016;0,558;0,004;0,086;;60,7;0,6;8,2;0,18;2,7;;;57,5;0,4;9,2;0,09;2,3;
773;г683863<??8;2070-07-24 00:10:00;Э90ХАФ;Р65;25,0;41,85;26,7;41,85;4,6874057;0,384125;0,069003;0,0833865;0,105666;0,0936784;1513,0;1580,0;;15,5096774;14755,0561798;116,0;1,0;1,0;1,0;;21,636;;;;0,05;;0,415;0,093;0,02;;;;0,104239;0,129;;0,126;0,025029;0,123;6566,0;0,002;0,556;0,227;0,103;0,722;0,008;0,009;0,077;0,009;0,016;0,463;0,002;0,003;0,004;0,859;0,0006;0,287;0,102;0,795;0,006;0,015;0,076;0,01;0,013;0,545;0,004;0,085;;53,9;2,1;5,7;0,33;2,7;;;57,8;0,3;9,4;0,09;2,3;
774;г683863<??9;2070-07-24 01:02:00;Э90ХАФ;Р65;24,0;43,2;19,35;43,05;3,8937527;0,431015;0,070125;0,074187;0,063479;0,0910021;1566,0;1589,0;16,6604651;14,8987142;14170,5426357;110,9;1,0;1,0;1,0;1,592;19,956;;;;0,05;;0,473;0,042;0,02;;;;0,100948;0,068;;0,113;0,024884;0,125;4570,0;0,002;0,505;0,228;0,12;0,727;0,008;0,008;0,083;0,01;0,018;0,498;0,002;0,003;0,004;0,849;0,0003;0,289;0,12;0,798;0,006;0,016;0,083;0,01;0,016;0,564;0,003;0,085;;55,0;0,7;4,8;0,14;3,0;;;57,9;0,4;9,6;0,09;2,3;
775;г683863<??:;2070-07-24 01:58:00;Э90ХАФ;Р65;22,0;41,85;16,4833333;41,85;2,5849582;0,482535;0,085833;0,145079;0,123499;0,0946522;1591,0;1585,0;;15,8952628;13974,1152679;116,5;1,0;1,0;1,0;;22,09;;;;0,05;;0,531;0,068;0,02;;;;0,105505;0,132;;0,221;0,024957;0,153;3839,0;0,002;0,504;0,22;0,119;0,677;0,009;0,009;0,087;0,009;0,02;0,449;0,002;0,002;0,004;0,851;0,0004;0,29;0,118;0,799;0,007;0,016;0,087;0,01;0,017;0,555;0,003;0,084;;59,3;0,3;8,9;0,1;2,6;;;56,6;0,4;4,6;0,07;2,6;
776;"г683863<??;";2070-07-24 02:52:00;Э90ХАФ;Р65;19,0;43,7;16,2;43,3666667;2,5745212;0,44561;0,079662;0,1596685;0,109628;0,0933535;1603,0;1591,0;12,7402202;10,6805507;12970,3703704;112,6;1,0;1,0;1,0;8,359;8,405;;;;0,05;;0,486;0,061;0,02;;;;0,103552;0,105;;0,244;0,025535;0,142;3502,0;0,002;0,494;0,22;0,116;0,658;0,007;0,008;0,071;0,008;0,02;0,452;0,002;0,002;0,003;0,86;0,0004;0,29;0,116;0,807;0,005;0,014;0,071;0,01;0,019;0,558;0,003;0,087;;50,9;0,6;9,6;0,1;2,5;;;58,2;0,5;9,9;0,1;2,2;
777;г683863<??<;2070-07-24 03:43:00;Э90ХАФ;Р65;22,0;40,6833333;20,5333333;40,0166667;3,9263315;0,489435;0,080223;0,1075745;0,121029;0,0956425;1555,0;1584,0;14,8476923;14,2191067;14286,038961;118,0;1,0;1,0;1,0;6,434;12,734;;;;0,05;;0,542;0,066;0,02;;;;0,106554;0,143;;0,163;0,025318;0,143;4889,0;0,002;0,483;0,225;0,11;0,702;0,009;0,008;0,073;0,01;0,021;0,452;0,002;0,002;0,004;0,859;0,0004;0,291;0,108;0,799;0,008;0,014;0,072;0,011;0,017;0,572;0,004;0,086;;55,2;0,4;6,0;0,12;3,0;;;58,5;0,4;9,7;0,1;2,2;
778;г683863<??=;2070-07-24 04:36:00;Э90ХАФ;Р65;22,0;44,55;19,8666667;43,7166667;3,777475;0,414685;0,076857;0,0639165;0,100656;0,0941252;1562,0;1584,0;;16,1880609;13708,3892617;116,3;1,0;1,0;1,0;;23,05;;;;0,05;;0,452;0,072;0,02;;;;0,104782;0,129;;0,096;0,025065;0,137;4539,0;0,002;0,504;0,224;0,087;0,738;0,006;0,008;0,055;0,012;0,017;0,468;0,002;0,003;0,004;0,89;0,0006;0,287;0,086;0,798;0,004;0,016;0,055;0,013;0,015;0,547;0,003;0,08;;59,6;0,4;6,8;0,11;2,8;;;57,5;0,4;9,0;0,1;2,2;
779;г683863<??>;2070-07-24 05:28:00;Э90ХАФ;Р65;25,0;42,05;20,0166667;41,5333333;3,8176568;0,491175;0,115005;0,177105;0,14349;0,0955423;1569,0;1587,0;16,9119101;18,4556533;14091,2572856;111,8;1,0;1,0;1,0;8,362;16,323;;;;0,05;;0,535;0,049;0,02;;;;0,106626;0,15;;0,27;0,024957;0,205;4701,0;0,002;0,453;0,19;0,092;0,638;0,006;0,009;0,062;0,007;0,02;0,431;0,001;0,002;0,003;0,867;0,0002;0,289;0,091;0,797;0,004;0,015;0,062;0,008;0,019;0,564;0,003;0,083;;59,5;0,2;7,9;0,08;2,2;;;57,7;0,5;9,2;0,12;2,2;
780;г683863<???;2070-07-24 06:30:00;Э90ХАФ;Р65;15,0;44,3666667;17,2;44,3666667;3,1723437;0,487105;0,113883;0,208732;0,176434;0,0947448;1598,0;1591,0;;18,0317806;13674,4186047;113,9;1,0;1,0;1,0;;26,667;;;;0,05;;0,529;0,077;0,02;;;;0,105324;0,188;;0,318;0,025499;0,203;3920,0;0,001;0,434;0,19;0,097;0,615;0,006;0,009;0,066;0,007;0,026;0,416;0,001;0,002;0,003;0,85;0,0005;0,289;0,098;0,81;0,004;0,016;0,067;0,008;0,019;0,559;0,003;0,087;;54,2;0,6;8,5;0,36;2,5;;;58,2;0,5;9,3;0,12;2,2;
781;г683863=666;2070-07-24 07:25:00;Э90ХАФ;Р65;11,0;50,5333333;19,55;50,5333333;3,868791;0,461285;0,099297;0,151594;0,126481;0,0930235;1568,0;1592,0;13,2079734;14,0042228;13936,57289;113,30000000000001;1,0;1,0;1,0;3,3129999999999997;21,372;;;;0,05;;0,502;0,068;0,019999999999999997;;;;0,103154;0,134;;0,231;0,025571;0,177;4541,0;0,002;0,489;0,209;0,094;0,678;0,007;0,007;0,064;0,009;0,019;0,451;0,001;0,003;0,003;0,853;0,0004;0,285;0,096;0,804;0,007;0,017;0,067;0,011;0,018;0,568;0,003;0,087;;57,7;0,8;12,2;0,29;2,7;;;54,4;0,7;12,5;0,15;2,2;
782;г683863=667;2070-07-24 08:28:00;Э73Ф;ОР65;8,0;43,3833333;22,5;43,3833333;2,8221492;0,3608094;;0,178651;0,089054;0,0405879;1617,0;1629,0;5,7969266;;13442,6666667;112,6;1,0;1,0;1,0;8,383;;0,033652;0,063;;0,05;;0,356;0,064;0,02;;;;0,051215;0,066;;0,274;;;5041,0;0,002;0,425;0,074;0,094;0,703;0,007;0,01;0,063;0,009;0,019;0,241;0,001;0,002;0,003;0,712;0,0004;0,075;0,092;0,858;0,006;0,011;0,063;0,01;0,016;0,311;0,002;0,038;;61,3;0,4;11,4;0,12;2,7;;;57,8;0,5;9,9;0,1;2,2;
783;г683863=668;2070-07-24 09:22:00;Э73Ф;ОР65;6,0;48,7333333;22,55;48,7333333;2,7591111;0,42294;;0,2333055;0,144243;0,0407599;1563,0;1617,0;6,8805062;;13466,075388;115,0;1,0;1,0;1,0;11,177;;;;;0,594;;;;0,02;;;;0,051432;0,129;;0,357;;;5061,0;0,002;0,338;0,061;0,107;0,637;0,011;0,025;0,079;0,006;0,024;0,199;0,001;0,002;0,003;0,71;0,0005;0,063;0,107;0,842;0,01;0,013;0,08;0,007;0,02;0,294;0,002;0,037;;47,8;1,5;10,7;0,66;2,3;;;58,9;1,0;6,3;0,17;2,2;
784;г683863=669;2070-07-24 10:22:00;Э73Ф;ОР65;12,0;40,55;19,0333333;40,55;2,5199474;0,39885;;0,164224;0,111453;0,0400434;1575,0;1602,0;7,204439;;13542,5569177;109,5;1,0;1,0;1,0;9,738;;;;;0,05;;0,443;0,066;0,02;;;;0,050528;0,106;;0,251;;;4296,0;0,001;0,41;0,088;0,106;0,681;0,008;0,011;0,073;0,009;0,023;0,182;0,001;0,002;0,002;0,709;0,0004;0,088;0,104;0,832;0,006;0,014;0,073;0,01;0,02;0,292;0,002;0,038;;55,3;1,0;13,0;0,78;2,3;;;58,1;0,4;7,0;0,1;2,3;
785;г683863=66:;2070-07-24 11:15:00;Э73Ф;ОР65;11,0;47,0333333;20,8666667;47,0333333;2,5274262;0,37989;;0,1795375;0,101685;0,0423369;1563,0;1593,0;15,1469171;;13338,9776358;116,0;1,0;1,0;1,0;23,747;;;0,069;;0,05;;0,419;0,09;0,02;;;;0,053422;0,085;;0,275;;;4639,0;0,002;0,429;0,105;0,114;0,692;0,011;0,011;0,082;0,009;0,023;0,212;0,001;0,002;0,002;0,76;;0,106;0,114;0,848;0,01;0,014;0,082;0,01;0,017;0,293;0,002;0,039;;55,0;0,6;13,1;0,66;2,1;;;56,1;0,5;9,0;0,12;2,2;
786;"г683863=66;";2070-07-24 12:05:00;Э73Ф;ОР65;18,0;40,8833333;20,0333333;40,55;3,0729064;0,37007;;0,1233985;0,070267;0,0407028;1550,0;1597,0;6,28799;;13675,2079867;112,0;1,0;1,0;1,0;8,377;;;;;0,05;;0,409;0,071;0,02;;;;0,05136;0,059;;0,189;;;4566,0;0,001;0,407;0,107;0,109;0,723;0,009;0,011;0,078;0,01;0,022;0,229;0,001;0,002;0,002;0,71;0,0002;0,108;0,108;0,834;0,007;0,013;0,078;0,011;0,019;0,29;0,002;0,038;;55,2;0,5;10,7;0,38;2,5;;;59,6;0,9;5,2;0,15;2,3;
787;г683863=66<;2070-07-24 12:59:00;Э73Ф;ОР65;16,0;42,3333333;23,1666667;42,3333333;2,9269184;0,38554;;0,178801;0,096926;0,0434829;1531,0;1588,0;6,9153224;;13791,3669065;120,8;1,0;1,0;1,0;9,741;;;;;0,05;;0,426;0,089;0,02;;;;0,054868;0,078;;0,274;;;5325,0;0,002;0,411;0,079;0,107;0,69;0,009;0,012;0,075;0,008;0,019;0,221;0,001;0,002;0,002;0,73;0,0002;0,079;0,105;0,837;0,008;0,013;0,074;0,008;0,017;0,29;0,002;0,038;;44,8;1,5;6,0;0,37;2,5;;;57,4;0,6;9,1;0,12;2,2;
788;г683863=66=;2070-07-24 13:54:00;Э73Ф;ОР65;16,0;40,6833333;20,5166667;40,6833333;2,8908432;0,28972;;0,118219;0,069587;0,0414192;1545,0;1589,0;5,3513314;;13238,9926889;113,1;1,0;1,0;1,0;7,257;;;;;0,05;;0,31;0,082;0,02;;;;0,052264;0,06;;0,181;;;4527,0;0,002;0,483;0,081;0,11;0,723;0,008;0,013;0,073;0,008;0,021;0,241;0,001;0,002;0,002;0,707;0,0002;0,081;0,107;0,823;0,007;0,013;0,072;0,008;0,021;0,3;0,002;0,038;;58,2;0,8;6,9;0,21;2,6;;;60,3;1,0;2,5;0,15;2,4;
789;г683863=66>;2070-07-24 14:46:00;Э73Ф;ОР65;16,0;41,2;20,2;41,2;2,5146832;0,28996;;0,072864;0,061833;0,0398429;1555,0;1593,0;6,5446602;;13099,009901;110,0;1,0;1,0;1,0;8,988;;0,0094;;;0,05;;0,301;0,153;0,02;;;;0,050275;0,066;;0,111;;;4410,0;0,002;0,466;0,101;0,111;0,773;0,01;0,011;0,083;0,01;0,022;0,247;0,001;0,002;0,002;0,72;0,0002;0,102;0,112;0,839;0,009;0,013;0,083;0,011;0,018;0,304;0,002;0,038;;61,2;0,7;7,9;0,18;2,7;;;57,7;1,0;4,4;0,11;2,6;
790;г683863=66?;2070-07-24 15:38:00;Э73Ф;ОР65;18,0;42,0333333;20,0;42,0333333;3,1551584;0,25241;;0,0381305;0,069215;0,0409318;1529,0;1600,0;12,4786677;;14364,0;115,4;1,0;1,0;1,0;17,484;;;;;0,05;;0,267;0,132;0,02;;;;0,051649;0,091;;0,057;;;4788,0;0,002;0,498;0,108;0,092;0,794;0,007;0,011;0,068;0,012;0,02;0,246;0,002;0,003;0,003;0,726;0,0001;0,109;0,092;0,83;0,006;0,012;0,067;0,013;0,016;0,303;0,002;0,039;;61,7;0,3;7,6;0,33;2,7;;;61,3;0,8;7,7;0,36;2,7;
791;г683863=676;2070-07-24 16:32:00;Э73Ф;ОР65;18,0;43,35;15,6333333;43,35;;0,29801;;0,046256;0,088931;0,0392121;1570,0;1589,0;7,7990755;;12638,3795309;111,8;1,0;1,0;1,0;11,248;;;;;0,05;;0,323;0,125;0,02;;;;0,049479;0,118;;0,069;;;3293,0;0,001;0,449;0,12;0,111;0,774;0,011;0,01;0,086;0,013;0,021;0,218;0,001;0,003;0,002;0,738;0,0002;0,121;0,112;0,825;0,011;0,013;0,086;0,014;0,017;0,292;0,002;0,038;;51,6;0,5;9,2;0,54;2,4;;;56,5;0,3;7,9;0,1;2,5;
792;г683863=677;2070-07-24 17:27:00;Э73Ф;ОР65;18,0;41,7333333;16,7166667;41,5666667;;0,36007;;0,1148125;0,094169;0,041649;1583,0;1581,0;6,7913043;;12993,0209372;115,5;1,0;1,0;1,0;9,372;;;;;0,05;;0,397;0,103;0,02;;;;0,052554;0,099;;0,175;;;3620,0;0,001;0,435;0,096;0,1;0,734;0,007;0,013;0,071;0,009;0,021;0,221;0,001;0,002;0,002;0,727;0,0004;0,096;0,099;0,834;0,006;0,013;0,069;0,01;0,018;0,3;0,002;0,038;;51,5;1,2;13,2;0,6;2,3;;;55,6;0,5;8,4;0,1;2,3;
793;г683863=678;2070-07-24 18:26:00;Э73Ф;ОР65;14,0;41,0333333;20,2333333;41,0333333;2,6683849;0,30453;;0,099398;0,064744;0,0414478;1561,0;1598,0;6,7942323;;13436,2438221;113,5;1,0;1,0;1,0;9,293;;;;;0,05;;0,329;0,096;0,02;;;;0,0523;0,06;;0,152;;;4531,0;0,002;0,464;0,088;0,105;0,749;0,009;0,012;0,086;0,008;0,018;0,237;0,001;0,002;0,003;0,714;0,0003;0,089;0,099;0,84;0,008;0,014;0,084;0,008;0,016;0,301;0,002;0,039;;59,5;0,6;8,5;0,53;2,8;;;58,3;0,5;9,4;0,12;2,2;
794;г683863=679;2070-07-24 19:18:00;Э73Ф;ОР65;12,0;50,2;19,7;50,2;1,7112376;0,29939;;0,0899995;0,046006;0,0397566;1575,0;1592,0;7,8083665;;12243,6548223;109,3;1,0;1,0;1,0;13,065999999999999;;;;;0,05;;0,323;0,13;0,02;;;;0,050166;0,035;;0,138;;;4020,0;0,002;0,486;0,097;0,097;0,753;0,008;0,011;0,076;0,008;0,015;0,25;0,001;0,002;0,003;0,728;0,0001;0,098;0,098;0,834;0,007;0,012;0,077;0,009;0,012;0,299;0,002;0,038;;60,9;0,5;6,7;0,3;3,0;;;64,8;0,4;3,5;0,11;2,8;
795;г683863=67:;2070-07-24 20:09:00;Э73Ф;ОР65;20,0;42,1;35,5166667;42,1;3,0;0,23288;;0,113676;0,068418;0,0413043;1539,0;1592,0;16,484323;;8412,9516659;115,3;1,0;1,0;1,0;23,133;;;;;0,05;;0,24;0,085;0,02;;;;0,052119;0,06;;0,174;;;4980,0;0,003;0,551;0,101;0,101;0,733;0,01;0,011;0,083;0,008;0,017;0,245;0,002;0,002;0,003;0,734;0,0001;0,103;0,102;0,831;0,009;0,012;0,083;0,009;0,015;0,297;0,002;0,038;;63,9;0,4;5,3;0,2;3,0;;;63,9;0,4;3,7;0,11;2,8;
796;"г683863=67;";2070-07-24 21:06:00;Э73Ф;ОР65;15,0;41,5333333;17,5833333;41,5333333;3,0;0,42085;;0,141733;0,083471;0,0412187;1579,0;1587,0;9,8082665;;13512,7962085;112,8;1,0;1,0;1,0;13,579;;;0,057;;0,05;;0,471;0,058;0,02;;;;0,052011;0,072;;0,217;;;3960,0;0,001;0,395;0,072;0,099;0,707;0,006;0,01;0,07;0,007;0,019;0,228;0,001;0,002;0,002;0,73;0,0003;0,072;0,098;0,832;0,005;0,012;0,07;0,008;0,017;0,298;0,002;0,038;;59,5;0,2;11,5;0,15;2,2;;;58,3;0,6;11,4;0,16;2,2;
797;г683863=67<;2070-07-24 21:59:00;Э73Ф;ОР65;12,0;51,2166667;32,4833333;51,2166667;3,8638316;0,49648;;0,166544;0,063744;0,0421935;1510,0;1585,0;9,6747803;;14449,8717291;116,5;1,0;1,0;1,0;16,517;;;0,074;;0,614;;0,076;0,098;0,02;;;;0,053241;0,032;;0,256;;;7823,0;0,002;0,342;0,082;0,101;0,7;0,011;0,009;0,084;0,007;0,024;0,241;0,001;0,001;0,003;0,737;0,0002;0,082;0,099;0,827;0,009;0,013;0,083;0,007;0,015;0,294;0,002;0,037;;62,7;0,5;8,5;0,19;2,7;;;63,5;0,5;3,9;0,09;2,8;
798;г683863=67=;2070-07-24 22:53:00;Э73Ф;ОР65;18,0;41,3166667;19,9833333;41,3166667;3,7634298;0,44559;;0,156161;0,095017;0,0408748;1552,0;1586,0;12,230816;;14430,0250209;114,4;1,0;1,0;1,0;16,78;;;;;0,05;;0,501;0,077;0,02;;;;0,051577;0,084;;0,239;;;4806,0;0,001;0,383;0,069;0,109;0,703;0,007;0,009;0,071;0,009;0,023;0,224;0,001;0,002;0,002;0,734;0,0004;0,07;0,106;0,839;0,006;0,012;0,07;0,01;0,018;0,297;0,002;0,038;;58,3;0,8;8,9;0,44;2,7;;;53,2;1,0;8,2;0,21;2,5;
799;г683863=67>;2070-07-24 23:45:00;Э76Ф;Р50;13,0;42,2;18,05;42,2;3,0;0,45143;;0,135193;0,079177;0,0392121;1584,0;1584,0;11,585545;;13529,0858726;111,2;1,0;1,0;1,0;16,297;;;;;0,05;;0,509;0,074;0,02;;;;0,049479;0,068;;0,207;;;4070,0;0,002;0,417;0,101;0,1;0,759;0,013;0,009;0,091;0,012;0,021;0,234;0,001;0,002;0,003;0,787;0,0003;0,102;0,1;0,881;0,012;0,014;0,092;0,013;0,018;0,309;0,002;0,037;;60,0;0,8;8,9;0,27;2,7;;;60,8;0,6;4,4;0,1;2,7;
